Provincias;Ramas de actividad;periodo;Total
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.047.975
24 León;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.077.368
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.322.297
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.314.234
24 León;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.464.503
24 León;Valor añadido bruto total;2021(P);9.250.629
24 León;Valor añadido bruto total;2020;8.490.161
24 León;Valor añadido bruto total;2019;9.154.081
24 León;Impuestos netos sobre los productos;2021(P);974.013
24 León;Impuestos netos sobre los productos;2020;814.222
24 León;Impuestos netos sobre los productos;2019;939.169
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.224.642
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.304.383
24 León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.093.250
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.558.913
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;11.521.909
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.641.158
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2021(P);734.891
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2020;768.325
25 Lleida;A. Agricultura, ganadería, silvicultura y pesca;2019;635.301
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.433.652
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.208.932
25 Lleida;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.219.140
25 Lleida;C. - De las cuales: Industria manufacturera;2021(P);1.010.745
25 Lleida;C. - De las cuales: Industria manufacturera;2020;910.459
25 Lleida;C. - De las cuales: Industria manufacturera;2019;907.084
25 Lleida;F. Construcción;2021(P);641.829
25 Lleida;F. Construcción;2020;629.368
25 Lleida;F. Construcción;2019;811.609
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.416.722
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;2.958.971
25 Lleida;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;3.785.177
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);2.360.633
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;2.268.866
25 Lleida;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;2.327.973
25 Lleida;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);2.774.807
25 Lleida;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;2.679.171
25 Lleida;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.685.708
25 Lleida;Valor añadido bruto total;2021(P);11.362.534
25 Lleida;Valor añadido bruto total;2020;10.513.633
25 Lleida;Valor añadido bruto total;2019;11.464.908
25 Lleida;Impuestos netos sobre los productos;2021(P);1.196.379
25 Lleida;Impuestos netos sobre los productos;2020;1.008.276
25 Lleida;Impuestos netos sobre los productos;2019;1.176.250
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);12.558.913
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;11.521.909
25 Lleida;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;12.641.158
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.395.362
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.891.215
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.763.915
27 Lugo;A. Agricultura, ganadería, silvicultura y pesca;2021(P);647.279
27 Lugo;A. Agricultura, ganadería, silvicultura y pesca;2020;653.364
27 Lugo;A. Agricultura, ganadería, silvicultura y pesca;2019;716.511
27 Lugo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);866.820
27 Lugo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;774.232
27 Lugo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.043.134
27 Lugo;C. - De las cuales: Industria manufacturera;2021(P);475.584
27 Lugo;C. - De las cuales: Industria manufacturera;2020;441.422
27 Lugo;C. - De las cuales: Industria manufacturera;2019;622.456
27 Lugo;F. Construcción;2021(P);399.301
27 Lugo;F. Construcción;2020;391.320
27 Lugo;F. Construcción;2019;439.896
27 Lugo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.781.960
27 Lugo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.572.441
27 Lugo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.885.830
27 Lugo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.294.058
27 Lugo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.245.507
27 Lugo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.263.369
27 Lugo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.701.452
27 Lugo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.651.304
27 Lugo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;1.692.749
27 Lugo;Valor añadido bruto total;2021(P);6.690.870
27 Lugo;Valor añadido bruto total;2020;6.288.168
27 Lugo;Valor añadido bruto total;2019;7.041.489
27 Lugo;Impuestos netos sobre los productos;2021(P);704.492
27 Lugo;Impuestos netos sobre los productos;2020;603.047
27 Lugo;Impuestos netos sobre los productos;2019;722.426
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.395.362
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.891.215
27 Lugo;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.763.915
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);237.540.292
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;219.030.504
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;242.093.235
28 Madrid;A. Agricultura, ganadería, silvicultura y pesca;2021(P);162.499
28 Madrid;A. Agricultura, ganadería, silvicultura y pesca;2020;162.448
28 Madrid;A. Agricultura, ganadería, silvicultura y pesca;2019;151.583
28 Madrid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);23.091.420
28 Madrid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;21.389.543
28 Madrid;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;22.573.777
28 Madrid;C. - De las cuales: Industria manufacturera;2021(P);13.175.614
28 Madrid;C. - De las cuales: Industria manufacturera;2020;12.425.602
28 Madrid;C. - De las cuales: Industria manufacturera;2019;13.307.397
28 Madrid;F. Construcción;2021(P);9.638.924
28 Madrid;F. Construcción;2020;9.543.051
28 Madrid;F. Construcción;2019;10.978.541
28 Madrid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);68.316.587
28 Madrid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;59.733.235
28 Madrid;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;71.999.847
28 Madrid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);68.867.253
28 Madrid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;65.309.206
28 Madrid;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;67.864.003
28 Madrid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);44.835.198
28 Madrid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;43.725.772
28 Madrid;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;45.998.900
28 Madrid;Valor añadido bruto total;2021(P);214.911.881
28 Madrid;Valor añadido bruto total;2020;199.863.255
28 Madrid;Valor añadido bruto total;2019;219.566.651
28 Madrid;Impuestos netos sobre los productos;2021(P);22.628.411
28 Madrid;Impuestos netos sobre los productos;2020;19.167.249
28 Madrid;Impuestos netos sobre los productos;2019;22.526.584
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);237.540.292
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;219.030.504
28 Madrid;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;242.093.235
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.776.021
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;28.160.097
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;32.202.624
29 Málaga;A. Agricultura, ganadería, silvicultura y pesca;2021(P);741.095
29 Málaga;A. Agricultura, ganadería, silvicultura y pesca;2020;694.679
29 Málaga;A. Agricultura, ganadería, silvicultura y pesca;2019;759.634
29 Málaga;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.399.899
29 Málaga;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.232.461
29 Málaga;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.400.889
29 Málaga;C. - De las cuales: Industria manufacturera;2021(P);781.474
29 Málaga;C. - De las cuales: Industria manufacturera;2020;679.044
29 Málaga;C. - De las cuales: Industria manufacturera;2019;771.216
29 Málaga;F. Construcción;2021(P);2.484.676
29 Málaga;F. Construcción;2020;2.482.994
29 Málaga;F. Construcción;2019;2.989.565
29 Málaga;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.893.378
29 Málaga;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.696.639
29 Málaga;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;8.765.068
29 Málaga;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.534.746
29 Málaga;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.044.382
29 Málaga;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.342.239
29 Málaga;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.790.462
29 Málaga;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;6.544.666
29 Málaga;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.948.800
29 Málaga;Valor añadido bruto total;2021(P);27.844.256
29 Málaga;Valor añadido bruto total;2020;25.695.821
29 Málaga;Valor añadido bruto total;2019;29.206.195
29 Málaga;Impuestos netos sobre los productos;2021(P);2.931.765
29 Málaga;Impuestos netos sobre los productos;2020;2.464.276
29 Málaga;Impuestos netos sobre los productos;2019;2.996.429
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.776.021
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;28.160.097
29 Málaga;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;32.202.624
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);32.719.230
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;29.775.480
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;32.319.250
30 Murcia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.555.680
30 Murcia;A. Agricultura, ganadería, silvicultura y pesca;2020;1.519.277
30 Murcia;A. Agricultura, ganadería, silvicultura y pesca;2019;1.617.920
30 Murcia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.608.933
30 Murcia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;4.816.771
30 Murcia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.306.154
30 Murcia;C. - De las cuales: Industria manufacturera;2021(P);4.275.150
30 Murcia;C. - De las cuales: Industria manufacturera;2020;3.660.672
30 Murcia;C. - De las cuales: Industria manufacturera;2019;4.075.736
30 Murcia;F. Construcción;2021(P);1.705.143
30 Murcia;F. Construcción;2020;1.632.555
30 Murcia;F. Construcción;2019;1.909.159
30 Murcia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.516.651
30 Murcia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.590.539
30 Murcia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;7.618.779
30 Murcia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);6.215.565
30 Murcia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;5.887.143
30 Murcia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.914.766
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);7.000.380
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;6.723.558
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.945.191
30 Murcia;Valor añadido bruto total;2021(P);29.602.352
30 Murcia;Valor añadido bruto total;2020;27.169.843
30 Murcia;Valor añadido bruto total;2019;29.311.969
30 Murcia;Impuestos netos sobre los productos;2021(P);3.116.878
30 Murcia;Impuestos netos sobre los productos;2020;2.605.637
30 Murcia;Impuestos netos sobre los productos;2019;3.007.281
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);32.719.230
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;29.775.480
30 Murcia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;32.319.250
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.518.471
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.439
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;20.873.397
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;2021(P);715.214
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;2020;693.269
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;2019;671.653
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);5.498.025
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.096.618
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;5.608.308
31 Navarra;C. - De las cuales: Industria manufacturera;2021(P);4.752.883
31 Navarra;C. - De las cuales: Industria manufacturera;2020;4.436.495
31 Navarra;C. - De las cuales: Industria manufacturera;2019;4.872.516
31 Navarra;F. Construcción;2021(P);1.046.069
31 Navarra;F. Construcción;2020;970.671
31 Navarra;F. Construcción;2019;1.117.296
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);3.751.217
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;3.208.902
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;4.025.408
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);3.620.392
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;3.502.143
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;3.587.200
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);3.932.937
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;3.808.630
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;3.921.279
31 Navarra;Valor añadido bruto total;2021(P);18.563.854
31 Navarra;Valor añadido bruto total;2020;17.280.233
31 Navarra;Valor añadido bruto total;2019;18.931.144
31 Navarra;Impuestos netos sobre los productos;2021(P);1.954.617
31 Navarra;Impuestos netos sobre los productos;2020;1.657.206
31 Navarra;Impuestos netos sobre los productos;2019;1.942.253
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);20.518.471
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.937.439
31 Navarra;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;20.873.397
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.104.228
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.384.529
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.100.820
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;2021(P);382.289
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;2020;334.061
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;2019;507.480
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.392.490
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.137.917
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;1.171.849
32 Ourense;C. - De las cuales: Industria manufacturera;2021(P);682.035
32 Ourense;C. - De las cuales: Industria manufacturera;2020;620.754
32 Ourense;C. - De las cuales: Industria manufacturera;2019;682.981
32 Ourense;F. Construcción;2021(P);426.962
32 Ourense;F. Construcción;2020;430.937
32 Ourense;F. Construcción;2019;514.957
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.483.127
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.258.680
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.523.294
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.188.820
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.155.135
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.165.126
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.553.782
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.509.092
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;1.557.388
32 Ourense;Valor añadido bruto total;2021(P);6.427.470
32 Ourense;Valor añadido bruto total;2020;5.825.822
32 Ourense;Valor añadido bruto total;2019;6.440.094
32 Ourense;Impuestos netos sobre los productos;2021(P);676.758
32 Ourense;Impuestos netos sobre los productos;2020;558.707
32 Ourense;Impuestos netos sobre los productos;2019;660.726
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);7.104.228
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;6.384.529
32 Ourense;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;7.100.820
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);4.303.764
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;4.029.182
34 Palencia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;4.410.268
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);348.625
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;2020;278.063
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;2019;230.828
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);1.089.346
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;1.037.431
