Provincias;Ramas de actividad;periodo;Total
49 Zamora;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);375.372
49 Zamora;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;231.794
49 Zamora;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;251.556
49 Zamora;C. - De las cuales: Industria manufacturera;2021(P);144.241
49 Zamora;C. - De las cuales: Industria manufacturera;2020;146.061
49 Zamora;C. - De las cuales: Industria manufacturera;2019;154.996
49 Zamora;F. Construcción;2021(P);207.739
49 Zamora;F. Construcción;2020;241.266
49 Zamora;F. Construcción;2019;310.611
49 Zamora;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);694.504
49 Zamora;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;576.069
49 Zamora;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;723.264
49 Zamora;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);703.946
49 Zamora;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;680.737
49 Zamora;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;693.019
49 Zamora;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);935.387
49 Zamora;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;919.471
49 Zamora;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;949.416
49 Zamora;Valor añadido bruto total;2021(P);3.241.021
49 Zamora;Valor añadido bruto total;2020;2.944.312
49 Zamora;Valor añadido bruto total;2019;3.187.453
49 Zamora;Impuestos netos sobre los productos;2021(P);341.252
49 Zamora;Impuestos netos sobre los productos;2020;282.365
49 Zamora;Impuestos netos sobre los productos;2019;327.019
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);3.582.273
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;3.226.677
49 Zamora;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;3.514.472
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);27.896.994
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;26.145.786
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;28.155.594
50 Zaragoza;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.038.888
50 Zaragoza;A. Agricultura, ganadería, silvicultura y pesca;2020;1.054.152
50 Zaragoza;A. Agricultura, ganadería, silvicultura y pesca;2019;1.082.392
50 Zaragoza;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);6.032.878
50 Zaragoza;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.694.921
50 Zaragoza;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;6.006.300
50 Zaragoza;C. - De las cuales: Industria manufacturera;2021(P);5.008.856
50 Zaragoza;C. - De las cuales: Industria manufacturera;2020;4.657.798
50 Zaragoza;C. - De las cuales: Industria manufacturera;2019;5.020.174
50 Zaragoza;F. Construcción;2021(P);1.284.516
50 Zaragoza;F. Construcción;2020;1.240.501
50 Zaragoza;F. Construcción;2019;1.535.687
50 Zaragoza;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);5.500.071
50 Zaragoza;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;4.812.635
50 Zaragoza;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;5.695.817
50 Zaragoza;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);5.652.200
50 Zaragoza;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;5.416.895
50 Zaragoza;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;5.444.309
50 Zaragoza;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);5.730.936
50 Zaragoza;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;5.638.678
50 Zaragoza;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;5.771.233
50 Zaragoza;Valor añadido bruto total;2021(P);25.239.489
50 Zaragoza;Valor añadido bruto total;2020;23.857.782
50 Zaragoza;Valor añadido bruto total;2019;25.535.738
50 Zaragoza;Impuestos netos sobre los productos;2021(P);2.657.505
50 Zaragoza;Impuestos netos sobre los productos;2020;2.288.004
50 Zaragoza;Impuestos netos sobre los productos;2019;2.619.856
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);27.896.994
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;26.145.786
50 Zaragoza;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;28.155.594
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);1.765.159
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;1.655.168
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;1.774.927
51 Ceuta;A. Agricultura, ganadería, silvicultura y pesca;2021(P);1.748
51 Ceuta;A. Agricultura, ganadería, silvicultura y pesca;2020;1.478
51 Ceuta;A. Agricultura, ganadería, silvicultura y pesca;2019;1.517
51 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);96.752
51 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;84.988
51 Ceuta;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;86.879
51 Ceuta;C. - De las cuales: Industria manufacturera;2021(P);22.099
51 Ceuta;C. - De las cuales: Industria manufacturera;2020;19.841
51 Ceuta;C. - De las cuales: Industria manufacturera;2019;22.250
51 Ceuta;F. Construcción;2021(P);73.384
51 Ceuta;F. Construcción;2020;69.950
51 Ceuta;F. Construcción;2019;81.969
51 Ceuta;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);315.553
51 Ceuta;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;275.441
51 Ceuta;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;340.351
51 Ceuta;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);268.574
51 Ceuta;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;259.015
51 Ceuta;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;264.026
51 Ceuta;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);840.997
51 Ceuta;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;819.453
51 Ceuta;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;835.029
51 Ceuta;Valor añadido bruto total;2021(P);1.597.008
51 Ceuta;Valor añadido bruto total;2020;1.510.325
51 Ceuta;Valor añadido bruto total;2019;1.609.771
51 Ceuta;Impuestos netos sobre los productos;2021(P);168.151
51 Ceuta;Impuestos netos sobre los productos;2020;144.843
51 Ceuta;Impuestos netos sobre los productos;2019;165.156
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);1.765.159
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;1.655.168
51 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;1.774.927
52 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);1.616.543
52 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;1.514.009
52 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;1.625.086
52 Melilla;A. Agricultura, ganadería, silvicultura y pesca;2021(P);946
52 Melilla;A. Agricultura, ganadería, silvicultura y pesca;2020;971
52 Melilla;A. Agricultura, ganadería, silvicultura y pesca;2019;768
52 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);68.466
52 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;58.690
52 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;64.244
52 Melilla;C. - De las cuales: Industria manufacturera;2021(P);14.252
52 Melilla;C. - De las cuales: Industria manufacturera;2020;12.664
52 Melilla;C. - De las cuales: Industria manufacturera;2019;14.042
52 Melilla;F. Construcción;2021(P);73.277
52 Melilla;F. Construcción;2020;72.557
52 Melilla;F. Construcción;2019;84.635
52 Melilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);269.691
52 Melilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;234.968
52 Melilla;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;295.106
52 Melilla;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);266.541
